url,in_degree,out_degree,total_degree,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,weak_component_id,weak_component_size,in_largest_component
https://prz.edu.pl/studenci_menu/wyszukiwarka,4,0,4,0.00977995,0.00000000,0.00000000,0.00235845,1,401,True
https://prz.edu.pl/doktoranci-prz/komunikaty,2,118,120,0.29339853,0.00051929,0.47051536,0.00234939,1,401,True
https://prz.edu.pl/pracownicy/ogloszenia-pracownicze,2,118,120,0.29339853,0.00036478,0.46994156,0.00234780,1,401,True
https://prz.edu.pl/pracownicy/centrala-telefoniczna,2,0,2,0.00488998,0.00000000,0.00000000,0.00234780,1,401,True
https://prz.edu.pl/pracownicy/poczta-elektroniczna,2,0,2,0.00488998,0.00000000,0.00000000,0.00234780,1,401,True
https://prz.edu.pl/pracownicy/struktura-organizacyjna,2,0,2,0.00488998,0.00000000,0.00000000,0.00234780,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/zmarl-dr-inz-wladyslaw-szymanski-2979.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00234700,1,401,True
https://prz.edu.pl/media/do-pobrania,2,119,121,0.29584352,0.00021322,0.47051536,0.00234638,1,401,True
https://prz.edu.pl/badania-i-nauka/dorobek-naukowy,2,0,2,0.00488998,0.00000000,0.00000000,0.00234612,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/wyszukiwarka,4,0,4,0.00977995,0.00000000,0.00000000,0.00234492,1,401,True
https://prz.edu.pl/forum,3,0,3,0.00733496,0.00000000,0.00000000,0.00233732,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/ignis-polska-siega-gwiazd-2903.html,1,157,158,0.38630807,0.01063102,0.52643727,0.00232934,1,401,True
https://prz.edu.pl/studenci_menu/swiadczenia-dla-studentow,1,119,120,0.29339853,0.00066911,0.47166717,0.00232934,1,401,True
https://prz.edu.pl/badania-i-nauka,1,118,119,0.29095355,0.00051030,0.47051536,0.00232934,1,401,True
https://prz.edu.pl/absolwenci/biuro-karier,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/doktoranci,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/doktoranci-prz/studia-doktoranckie,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/kandydaci,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/pracownicy/sprawy-pracownicze/sekcja-ds-socjalnych-i-bytowych,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/studenci,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/studenci_menu/pomoc-osobom-z-niepelnosprawnosciami,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/studenci_menu/strony-domowe-pracownikow,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/uroczyste-otwarcie-magazynu-odczynnikow-i-odpadow-chemicznych-2947.html,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/uczelnia/informacje,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/uczelnia/kontakt,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/uczelnia/nauka/prof-dr-hab-inz-tomasz-ruman-kierownikiem-projektu-w-ramach-programu-narodowego-centrum-nauki-opus-29-81.html,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/uczelnia/struktura-organizacyjna,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
